[9, 11, 4, 4, 20, 17, 3, 11, 19, 1] 25
[8, 2, 14, 12, 6, 4, 20, 12, 0, 17] 14
[0, 0, 7, 19, 13, 13, 20, 3, 8, 11] 3
[2, 1, 10, 2, 19, 16, 12, 15, 7, 8] 31
[15, 12, 11, 6, 0, 20, 18, 19, 10, 6] 24
[1, 0, 6, 0, 18, 8, 14, 10, 3, 5] 10
[10, 8, 10, 6, 5, 15, 5, 2, 0, 4] 39
[8, 18, 1, 10, 10, 4, 7, 19, 5, 11] 21
[13, 2, 18, 16, 10, 13, 19, 9, 6, 13] 40
[19, 16, 11, 3, 9, 4, 4, 3, 20, 15] 38
[6, 13, 17, 8, 16, 6, 16, 19, 6, 12] 35
[17, 15, 4, 10, 14, 12, 20, 18, 8, 13] 35
[15, 20, 5, 3, 0, 13, 0, 16, 18, 6] 40
[4, 18, 9, 13, 10, 12, 12, 1, 2, 9] 29
[7, 14, 7, 2, 3, 6, 12, 0, 4, 5] 2
[13, 15, 5, 15, 12, 20, 12, 4, 10, 1] 33
[18, 17, 2, 10, 10, 0, 4, 2, 17, 0] 4
[5, 7, 1, 10, 1, 14, 2, 3, 9, 15] 8
[1, 17, 19, 0, 12, 5, 15, 17, 18, 4] 16
[11, 8, 10, 16, 11, 10, 10, 4, 6, 0] 27
[16, 5, 11, 15, 9, 16, 9, 13, 3, 8] 16
[17, 3, 18, 13, 7, 6, 5, 19, 16, 14] 28
[6, 2, 20, 17, 3, 3, 5, 15, 13, 20] 36
[12, 11, 11, 7, 10, 11, 19, 13, 0, 19] 14
[13, 6, 12, 13, 20, 12, 12, 11, 2, 13] 37
[20, 5, 19, 18, 13, 20, 4, 7, 0, 15] 4
[4, 8, 19, 10, 14, 10, 2, 1, 0, 1] 32
[5, 15, 7, 7, 17, 9, 16, 17, 10, 2] 34
[1, 7, 8, 20, 10, 6, 17, 11, 18, 0] 39
[11, 14, 9, 14, 6, 19, 11, 13, 9, 15] 29
[4, 9, 12, 5, 0, 12, 7, 11, 11, 2] 40
[1, 14, 0, 3, 6, 14, 13, 15, 7, 11] 30
[14, 18, 3, 10, 19, 4, 17, 6, 18, 7] 37
[13, 1, 16, 17, 19, 7, 9, 15, 6, 0] 35
[2, 5, 5, 4, 3, 20, 2, 13, 10, 18] 15
[8, 8, 17, 18, 17, 2, 20, 10, 0, 11] 4
[11, 14, 10, 13, 16, 7, 1, 11, 4, 18] 34
[6, 9, 16, 17, 10, 2, 18, 16, 12, 18] 38
[12, 8, 2, 20, 4, 14, 20, 8, 11, 6] 23
[3, 15, 0, 14, 17, 2, 12, 12, 14, 14] 23
[17, 4, 11, 13, 17, 8, 4, 16, 15, 13] 26
[17, 14, 2, 2, 20, 18, 20, 12, 7, 16] 6
[4, 7, 1, 8, 6, 0, 10, 12, 17, 9] 13
[18, 5, 12, 18, 17, 16, 11, 18, 16, 9] 36
[5, 17, 6, 5, 9, 8, 15, 9, 7, 14] 26
[8, 14, 16, 12, 5, 11, 8, 9, 0, 12] 19
[7, 9, 9, 3, 8, 14, 1, 6, 0, 11] 25
[14, 5, 16, 5, 9, 10, 18, 16, 12, 12] 23
[19, 8, 16, 12, 6, 14, 13, 1, 6, 17] 7
[16, 11, 17, 7, 10, 3, 2, 13, 19, 12] 32
[12, 1, 1, 17, 20, 3, 14, 11, 11, 7] 33
[8, 4, 17, 16, 2, 0, 13, 9, 4, 13] 30
[3, 20, 11, 7, 4, 8, 17, 13, 8, 13] 9
[1, 7, 0, 9, 2, 18, 1, 6, 2, 20] 13
[8, 5, 15, 18, 18, 16, 15, 9, 13, 17] 17
[19, 2, 19, 7, 11, 13, 14, 10, 0, 14] 16
[3, 17, 5, 18, 11, 2, 8, 8, 0, 5] 32
[12, 9, 4, 20, 15, 1, 13, 13, 15, 8] 22
[8, 10, 12, 13, 18, 16, 7, 13, 5, 7] 1
[20, 2, 20, 2, 5, 2, 5, 7, 3, 1] 14
[20, 18, 17, 20, 15, 1, 6, 3, 12, 13] 14
[12, 14, 2, 11, 4, 4, 4, 9, 14, 2] 1
[2, 17, 11, 14, 17, 18, 8, 6, 9, 0] 11
[7, 10, 4, 19, 13, 7, 2, 11, 13, 10] 24
[15, 14, 14, 4, 3, 12, 20, 14, 14, 3] 36
[12, 6, 17, 7, 5, 15, 16, 5, 15, 17] 2
[14, 17, 19, 13, 9, 12, 8, 15, 15, 17] 10
[14, 13, 15, 13, 19, 1, 18, 4, 14, 16] 7
[1, 13, 4, 8, 13, 10, 11, 17, 4, 11] 25
[5, 4, 20, 13, 1, 16, 15, 1, 13, 9] 33
[2, 20, 5, 20, 2, 0, 14, 14, 1, 12] 27
[17, 4, 12, 10, 8, 19, 8, 10, 16, 19] 5
[8, 5, 2, 1, 14, 18, 12, 17, 20, 20] 4
[11, 8, 1, 2, 2, 8, 20, 16, 7, 9] 27
[19, 13, 8, 3, 8, 19, 6, 16, 17, 4] 15
[19, 13, 11, 0, 9, 14, 7, 5, 2, 13] 31
[7, 17, 20, 15, 6, 10, 1, 8, 17, 1] 30
[19, 4, 16, 11, 4, 14, 9, 18, 9, 19] 10
[7, 20, 10, 5, 1, 12, 7, 15, 20, 14] 36
[19, 2, 17, 11, 10, 20, 13, 20, 0, 0] 21
[0, 1, 4, 18, 16, 8, 15, 18, 3, 3] 33
[10, 4, 15, 4, 3, 20, 13, 8, 14, 9] 15
[7, 9, 3, 7, 7, 18, 0, 7, 18, 20] 4
[4, 9, 16, 11, 9, 7, 18, 11, 6, 6] 7
[0, 5, 9, 18, 17, 12, 8, 8, 18, 5] 13
[12, 12, 10, 11, 2, 19, 20, 12, 2, 13] 10
[9, 6, 11, 6, 13, 4, 16, 18, 8, 4] 37
[0, 12, 1, 1, 8, 18, 6, 7, 2, 8] 24
[18, 8, 8, 17, 14, 16, 16, 7, 5, 19] 34
[17, 12, 0, 20, 1, 7, 18, 5, 10, 5] 32
[12, 4, 14, 5, 11, 18, 16, 1, 16, 20] 26
[20, 16, 20, 7, 17, 1, 13, 15, 14, 9] 15
[6, 6, 9, 1, 2, 3, 16, 8, 3, 18] 24
[10, 3, 4, 0, 20, 4, 13, 19, 15, 20] 16
[13, 8, 18, 14, 7, 13, 2, 19, 6, 16] 12
[11, 14, 8, 10, 6, 13, 6, 13, 10, 11] 35
[15, 9, 8, 10, 9, 3, 14, 8, 4, 6] 14
[10, 2, 11, 19, 10, 3, 7, 10, 13, 1] 16
[2, 6, 20, 4, 13, 6, 15, 16, 16, 3] 1
[6, 6, 11, 9, 19, 12, 1, 17, 5, 13] 11
[12, 10, 13, 10, 8, 14, 14, 4, 10, 6] 24
[18, 0, 17, 10, 7, 19, 5, 14, 7, 0] 22
[6, 6, 9, 15, 17, 4, 6, 0, 16, 0] 36
[1, 16, 7, 20, 20, 18, 20, 16, 8, 0] 15
[2, 4, 17, 4, 18, 8, 5, 8, 7, 9] 22
[18, 13, 9, 13, 18, 13, 1, 14, 2, 10] 20
[4, 15, 8, 1, 13, 10, 1, 17, 8, 5] 29
[13, 10, 13, 3, 17, 4, 1, 17, 10, 13] 26
[10, 19, 17, 7, 4, 6, 12, 1, 0, 20] 34
[11, 0, 6, 18, 6, 12, 11, 8, 3, 3] 2
[20, 4, 11, 20, 9, 1, 0, 14, 7, 15] 36
[0, 16, 5, 2, 9, 5, 12, 1, 17, 10] 25
[4, 1, 9, 6, 12, 8, 15, 19, 20, 17] 2
[1, 9, 8, 19, 12, 10, 19, 15, 19, 15] 23
[4, 5, 10, 11, 12, 2, 6, 12, 12, 4] 14
[17, 5, 2, 6, 14, 14, 0, 16, 15, 4] 0
[3, 1, 13, 4, 15, 13, 13, 6, 20, 5] 23
[15, 18, 9, 7, 12, 16, 10, 13, 20, 8] 0
[2, 15, 8, 5, 14, 10, 1, 14, 14, 20] 5
[6, 17, 18, 8, 3, 11, 11, 10, 14, 12] 20
[14, 2, 20, 13, 17, 9, 18, 20, 3, 18] 4
[19, 12, 10, 1, 14, 12, 3, 17, 12, 9] 21
[10, 14, 9, 5, 4, 11, 11, 12, 16, 19] 22
[18, 14, 20, 18, 4, 8, 10, 13, 14, 17] 27
[3, 18, 17, 19, 17, 20, 15, 11, 11, 7] 33
[0, 8, 13, 19, 15, 6, 7, 3, 20, 3] 5
[16, 20, 4, 1, 19, 3, 10, 13, 6, 0] 12
[15, 13, 5, 18, 18, 12, 17, 20, 15, 6] 33
[1, 13, 15, 17, 10, 10, 20, 16, 20, 6] 5
[14, 19, 16, 6, 10, 12, 10, 12, 7, 9] 26
[0, 13, 20, 15, 6, 11, 7, 14, 19, 13] 31
[11, 19, 9, 9, 2, 4, 8, 16, 1, 12] 17
[1, 7, 7, 9, 0, 14, 19, 2, 2, 11] 2
[14, 16, 12, 0, 13, 6, 8, 0, 12, 5] 9
[17, 15, 1, 19, 11, 20, 18, 3, 4, 0] 22
[0, 4, 18, 11, 16, 5, 11, 1, 6, 15] 21
[17, 4, 18, 3, 8, 15, 19, 15, 9, 9] 10
[6, 13, 3, 11, 13, 7, 13, 12, 9, 3] 40
[12, 18, 17, 5, 3, 19, 12, 9, 2, 3] 12
[17, 3, 16, 19, 14, 10, 16, 10, 1, 12] 28
[8, 16, 20, 4, 12, 17, 9, 7, 3, 4] 14
[16, 7, 5, 18, 6, 4, 16, 6, 13, 16] 21
[16, 13, 10, 13, 20, 2, 4, 17, 18, 14] 30
[10, 9, 14, 4, 2, 10, 10, 4, 3, 15] 22
[19, 4, 1, 5, 14, 14, 5, 15, 7, 2] 29
[4, 10, 8, 2, 5, 6, 0, 7, 5, 17] 40
[11, 6, 11, 10, 16, 15, 4, 3, 16, 3] 2
[15, 10, 9, 8, 17, 2, 13, 4, 2, 15] 2
[16, 13, 9, 11, 13, 11, 7, 4, 9, 17] 33
[12, 19, 12, 6, 11, 2, 17, 7, 15, 0] 15
[19, 2, 14, 2, 19, 12, 2, 15, 15, 8] 37
[9, 9, 16, 16, 1, 19, 17, 4, 5, 9] 24
[1, 8, 5, 11, 17, 0, 9, 10, 14, 16] 29
[14, 5, 11, 19, 3, 10, 1, 14, 15, 11] 28
[18, 17, 6, 11, 2, 13, 8, 6, 11, 7] 35
[7, 19, 9, 10, 7, 2, 4, 19, 5, 1] 26
[5, 3, 8, 14, 12, 2, 5, 19, 20, 10] 9
[0, 15, 12, 1, 14, 8, 11, 1, 9, 15] 40
[7, 20, 16, 16, 15, 13, 11, 6, 20, 6] 18
[15, 3, 12, 16, 3, 0, 2, 1, 2, 10] 15
[3, 5, 15, 19, 16, 9, 18, 11, 9, 12] 39
[10, 4, 19, 15, 16, 14, 20, 11, 10, 10] 17
[4, 17, 20, 14, 5, 10, 5, 16, 12, 9] 14
[2, 19, 16, 7, 17, 19, 17, 14, 0, 2] 29
[18, 16, 15, 1, 6, 5, 7, 10, 11, 4] 4
[11, 19, 5, 20, 16, 10, 10, 18, 2, 16] 40
[18, 10, 16, 11, 12, 4, 16, 14, 5, 3] 27
[11, 13, 19, 17, 19, 2, 0, 16, 16, 5] 11
[11, 13, 13, 9, 5, 3, 19, 4, 17, 11] 38
[15, 1, 8, 18, 7, 17, 4, 13, 13, 5] 8
[15, 10, 12, 11, 11, 6, 9, 18, 11, 20] 15
[4, 1, 18, 10, 7, 10, 2, 13, 6, 5] 35
[14, 14, 5, 6, 11, 10, 19, 8, 15, 4] 17
[2, 7, 16, 16, 18, 15, 16, 18, 17, 9] 6
[5, 17, 0, 11, 13, 16, 7, 0, 18, 4] 25
[10, 12, 17, 1, 17, 1, 1, 14, 4, 13] 36
[18, 20, 5, 8, 10, 6, 4, 3, 1, 14] 3
[16, 0, 16, 2, 19, 7, 9, 3, 18, 3] 23
[10, 1, 4, 0, 14, 12, 7, 3, 12, 4] 11
[3, 19, 0, 10, 2, 6, 19, 9, 13, 8] 14
[3, 8, 10, 8, 19, 17, 12, 18, 15, 1] 37
[2, 6, 16, 1, 13, 4, 3, 12, 19, 6] 9
[3, 7, 12, 0, 4, 9, 15, 13, 1, 18] 9
[17, 17, 3, 18, 18, 12, 6, 3, 2, 1] 1
[17, 15, 6, 8, 2, 14, 6, 16, 1, 2] 34
[19, 10, 14, 20, 13, 20, 7, 20, 14, 11] 20
[20, 7, 18, 7, 20, 14, 19, 9, 14, 9] 7
[16, 4, 9, 5, 6, 15, 12, 13, 0, 0] 23
[12, 1, 19, 4, 4, 8, 12, 5, 12, 3] 22
[15, 20, 19, 5, 5, 3, 11, 10, 16, 2] 10
[7, 11, 20, 19, 8, 15, 12, 18, 5, 1] 8
[3, 8, 14, 18, 7, 4, 0, 13, 0, 10] 9
[13, 20, 7, 14, 14, 2, 12, 2, 7, 1] 23
[4, 2, 6, 18, 10, 12, 17, 8, 6, 15] 16
[8, 13, 2, 20, 6, 19, 6, 18, 11, 7] 40
[3, 7, 0, 9, 7, 12, 16, 13, 8, 2] 11
[7, 2, 8, 19, 8, 10, 18, 20, 13, 13] 17
[12, 0, 9, 12, 13, 5, 16, 17, 7, 9] 4
[0, 18, 12, 6, 13, 12, 3, 14, 17, 1] 4
[3, 12, 15, 11, 0, 3, 17, 13, 18, 3] 2
[6, 2, 18, 20, 16, 13, 10, 6, 20, 20] 13
[18, 13, 13, 15, 0, 4, 5, 5, 14, 8] 30
[11, 18, 17, 3, 14, 14, 17, 10, 0, 9] 9
[1, 14, 6, 15, 4, 9, 10, 4, 5, 5] 4
[9, 17, 0, 16, 16, 5, 0, 5, 2, 17] 12
[14, 19, 9, 2, 8, 17, 7, 14, 9, 14] 23
[18, 3, 20, 17, 10, 0, 7, 4, 0, 1] 40
[12, 5, 4, 2, 3, 4, 2, 0, 18, 6] 29
[18, 11, 20, 3, 3, 19, 10, 18, 11, 12] 32
[0, 0, 5, 15, 9, 5, 7, 14, 9, 10] 12
[18, 19, 1, 0, 12, 3, 2, 6, 14, 17] 13
[12, 3, 11, 3, 4, 7, 16, 9, 15, 20] 27
[13, 8, 1, 14, 11, 14, 10, 11, 7, 5] 0
[7, 20, 19, 8, 4, 19, 10, 14, 9, 10] 13
[5, 12, 17, 10, 7, 19, 16, 8, 17, 18] 14
[17, 10, 4, 3, 15, 17, 14, 14, 14, 9] 36
[13, 5, 18, 4, 20, 12, 15, 3, 12, 13] 18
[4, 7, 18, 10, 6, 17, 5, 7, 3, 14] 36
[4, 13, 10, 17, 5, 20, 5, 4, 19, 20] 35
[11, 6, 1, 13, 20, 19, 12, 13, 17, 9] 11
[11, 10, 14, 5, 12, 9, 10, 12, 19, 18] 23
[8, 17, 20, 19, 20, 8, 7, 20, 3, 6] 36
[20, 19, 20, 10, 2, 16, 19, 15, 0, 9] 2
[13, 2, 10, 1, 19, 0, 13, 9, 18, 16] 30
[3, 11, 15, 4, 2, 12, 6, 3, 10, 4] 13
[17, 6, 5, 2, 4, 13, 2, 15, 19, 17] 37
[15, 12, 2, 12, 11, 10, 10, 6, 10, 17] 11
[8, 19, 4, 14, 8, 8, 10, 20, 6, 10] 32
[17, 19, 3, 5, 11, 11, 5, 12, 11, 10] 34
[19, 2, 17, 12, 11, 4, 10, 19, 17, 14] 20
[4, 18, 10, 11, 11, 7, 10, 9, 9, 7] 19
[14, 18, 9, 6, 20, 15, 10, 14, 6, 13] 27
[17, 20, 14, 16, 15, 20, 6, 18, 4, 6] 38
[8, 11, 1, 2, 18, 6, 20, 2, 0, 14] 32
[15, 8, 17, 9, 11, 17, 7, 2, 16, 15] 34
[9, 2, 10, 6, 4, 19, 10, 10, 10, 9] 13
[6, 4, 6, 8, 7, 4, 11, 4, 2, 8] 9
[1, 4, 4, 0, 6, 1, 17, 1, 0, 0] 5
[1, 18, 16, 9, 8, 14, 20, 5, 18, 18] 32
[0, 8, 9, 7, 16, 5, 2, 9, 10, 0] 35
[5, 1, 16, 4, 20, 17, 14, 19, 18, 13] 24
[1, 17, 5, 20, 6, 0, 9, 11, 3, 15] 4
[16, 16, 5, 5, 4, 19, 13, 18, 9, 16] 0
[4, 9, 13, 9, 19, 17, 20, 1, 6, 13] 9
[4, 19, 5, 17, 13, 13, 5, 9, 8, 6] 28
[12, 7, 4, 14, 18, 7, 15, 12, 0, 13] 22
[8, 10, 15, 11, 15, 2, 8, 10, 12, 9] 28
[19, 19, 18, 7, 3, 0, 8, 11, 14, 20] 38
[20, 1, 20, 14, 8, 2, 5, 3, 7, 11] 16
[15, 9, 9, 5, 20, 6, 4, 8, 14, 0] 0
[7, 15, 19, 2, 4, 15, 1, 1, 5, 20] 13
[15, 6, 4, 0, 3, 13, 4, 17, 18, 11] 10
[13, 16, 3, 12, 7, 0, 13, 5, 16, 7] 11
[20, 0, 2, 19, 9, 3, 4, 17, 20, 11] 9
[5, 11, 15, 9, 5, 7, 12, 19, 11, 12] 33
[10, 16, 17, 10, 1, 12, 3, 17, 0, 9] 20
[12, 2, 12, 14, 17, 3, 3, 3, 16, 2] 12
[11, 0, 2, 19, 17, 15, 7, 7, 0, 15] 4
[4, 7, 16, 6, 17, 19, 15, 17, 14, 2] 12
[6, 6, 6, 1, 13, 12, 11, 12, 10, 0] 13
[1, 2, 8, 17, 19, 4, 17, 16, 8, 14] 10
[7, 1, 14, 1, 7, 9, 10, 19, 0, 9] 5
[7, 5, 3, 3, 0, 11, 0, 11, 12, 13] 6
[12, 15, 18, 19, 15, 7, 7, 8, 14, 10] 16
[19, 7, 10, 19, 8, 11, 14, 10, 2, 12] 7
[20, 14, 16, 7, 15, 7, 0, 5, 13, 4] 3
[8, 14, 7, 9, 13, 3, 18, 19, 20, 9] 36
[13, 10, 12, 10, 14, 18, 9, 14, 18, 1] 15
[10, 6, 6, 4, 10, 11, 12, 17, 5, 20] 28
[11, 12, 12, 15, 1, 19, 15, 0, 18, 8] 22
[10, 12, 3, 15, 8, 4, 20, 14, 14, 9] 12
[13, 9, 15, 19, 10, 8, 18, 16, 17, 7] 32
[5, 4, 13, 12, 13, 18, 4, 12, 17, 10] 7
[15, 6, 4, 13, 13, 4, 14, 4, 14, 18] 8
[13, 9, 8, 3, 8, 12, 12, 1, 10, 5] 15
[10, 18, 4, 17, 12, 4, 15, 17, 16, 16] 16
[20, 6, 17, 15, 4, 11, 16, 15, 2, 19] 20
[8, 0, 20, 3, 15, 14, 5, 3, 1, 3] 10
[2, 20, 13, 19, 10, 19, 18, 6, 7, 11] 39
[0, 10, 13, 4, 6, 20, 19, 3, 14, 2] 11
[1, 15, 16, 4, 2, 15, 19, 14, 13, 19] 18
[14, 6, 1, 8, 2, 14, 6, 10, 14, 7] 11
[11, 14, 7, 12, 10, 12, 9, 15, 4, 7] 39
[17, 9, 3, 10, 15, 12, 15, 14, 18, 16] 13
[12, 20, 16, 3, 7, 15, 11, 15, 6, 7] 31
[5, 0, 8, 13, 7, 4, 3, 4, 17, 10] 32
[13, 16, 4, 8, 14, 9, 13, 6, 19, 7] 6
[11, 9, 6, 9, 9, 5, 4, 14, 8, 19] 24
[5, 6, 2, 12, 17, 15, 5, 9, 16, 7] 38
[13, 7, 8, 5, 20, 20, 17, 19, 9, 2] 36
[16, 8, 16, 20, 11, 16, 2, 18, 18, 1] 3
[10, 6, 16, 13, 13, 4, 3, 1, 4, 1] 32
[7, 10, 16, 20, 14, 13, 5, 3, 15, 14] 34
[2, 3, 1, 4, 5, 11, 14, 2, 8, 20] 22
[17, 6, 12, 16, 7, 17, 10, 18, 17, 11] 6
[5, 7, 16, 7, 6, 13, 13, 0, 19, 8] 0
[5, 18, 9, 17, 16, 2, 8, 2, 15, 15] 29
[20, 15, 8, 12, 9, 15, 15, 10, 19, 11] 17
[4, 11, 1, 0, 12, 12, 1, 18, 8, 5] 27
[20, 8, 0, 17, 9, 0, 6, 0, 1, 10] 24
[5, 10, 8, 15, 3, 0, 1, 5, 16, 16] 31
[4, 9, 6, 16, 5, 14, 16, 0, 11, 7] 20
[2, 19, 4, 4, 9, 1, 9, 9, 1, 9] 28
[8, 3, 12, 5, 1, 20, 11, 16, 4, 12] 29
[16, 1, 10, 0, 20, 20, 15, 2, 12, 11] 29
[8, 1, 2, 1, 15, 8, 6, 0, 17, 3] 4
[9, 8, 1, 9, 12, 6, 14, 8, 14, 18] 28
[9, 10, 8, 10, 19, 0, 2, 4, 19, 10] 15
[16, 20, 8, 18, 15, 11, 9, 7, 7, 16] 5
[1, 9, 11, 0, 12, 16, 15, 19, 8, 4] 8
[17, 9, 15, 3, 5, 4, 15, 5, 14, 3] 8
[19, 0, 2, 13, 4, 2, 12, 12, 7, 9] 6
[1, 7, 17, 6, 8, 6, 20, 6, 16, 6] 5
[10, 2, 18, 6, 9, 18, 6, 9, 6, 17] 40
[17, 18, 12, 5, 2, 8, 1, 19, 20, 14] 39
[4, 5, 11, 13, 20, 9, 8, 0, 16, 10] 5
[8, 2, 10, 4, 14, 19, 20, 20, 6, 12] 40
[9, 2, 13, 18, 20, 17, 9, 1, 4, 9] 7
[12, 2, 20, 14, 16, 3, 8, 7, 12, 4] 3
[17, 12, 19, 2, 6, 14, 16, 9, 1, 8] 3
[1, 5, 4, 2, 8, 17, 19, 3, 0, 18] 11
[0, 4, 20, 7, 9, 5, 10, 17, 18, 3] 30
[7, 6, 5, 4, 19, 16, 8, 17, 0, 16] 25
[13, 9, 3, 4, 0, 1, 0, 3, 18, 14] 14
[2, 1, 14, 6, 17, 1, 5, 17, 10, 15] 32
[17, 14, 19, 7, 19, 5, 17, 13, 9, 16] 17
[16, 12, 3, 3, 17, 17, 9, 8, 10, 5] 23
[8, 13, 17, 3, 7, 12, 17, 5, 19, 6] 24
[18, 11, 5, 18, 15, 5, 9, 12, 11, 16] 28
[13, 7, 8, 13, 6, 10, 15, 15, 5, 11] 4
[11, 1, 13, 20, 3, 13, 8, 6, 18, 5] 15
[3, 12, 16, 6, 10, 3, 5, 8, 11, 7] 37
[13, 12, 11, 10, 3, 0, 16, 0, 2, 11] 13
[2, 1, 8, 0, 11, 9, 19, 4, 12, 6] 23
[10, 11, 18, 16, 5, 9, 12, 10, 1, 17] 12
[13, 3, 12, 9, 2, 16, 4, 4, 20, 18] 39
[17, 14, 0, 14, 16, 12, 15, 11, 4, 16] 32
[7, 15, 2, 15, 18, 9, 6, 6, 17, 6] 29
[18, 5, 1, 10, 13, 15, 13, 5, 3, 10] 13
[10, 15, 9, 0, 2, 2, 3, 8, 4, 10] 10
[6, 10, 9, 5, 4, 15, 3, 15, 20, 19] 27
[9, 7, 1, 6, 15, 2, 10, 18, 8, 9] 32
[1, 3, 10, 20, 18, 16, 11, 14, 4, 12] 18
[2, 10, 16, 4, 13, 13, 0, 10, 16, 16] 9
[0, 20, 13, 16, 2, 2, 6, 5, 0, 7] 6
[15, 12, 3, 4, 9, 10, 11, 19, 2, 3] 14
[7, 10, 0, 14, 19, 15, 8, 12, 18, 4] 40
[9, 6, 7, 14, 8, 5, 19, 15, 7, 0] 12
[6, 1, 5, 13, 15, 12, 11, 20, 12, 20] 26
[11, 9, 18, 19, 5, 3, 16, 3, 14, 11] 12
[9, 19, 18, 14, 7, 18, 10, 14, 19, 6] 11
[0, 11, 2, 10, 13, 6, 13, 7, 11, 20] 29
[1, 10, 19, 15, 3, 7, 5, 15, 5, 8] 17
[0, 9, 8, 13, 3, 0, 15, 9, 14, 0] 36
[10, 6, 11, 18, 2, 1, 17, 1, 14, 14] 13
[11, 8, 7, 11, 19, 16, 0, 4, 17, 7] 2
[7, 5, 12, 3, 7, 20, 6, 3, 20, 11] 37
[9, 20, 17, 20, 7, 6, 11, 4, 8, 9] 2
[11, 3, 13, 6, 0, 7, 12, 15, 15, 5] 11
[0, 12, 11, 19, 19, 2, 2, 16, 12, 18] 28
[9, 20, 16, 10, 16, 0, 20, 6, 3, 13] 10
[13, 0, 2, 7, 4, 4, 8, 9, 8, 9] 25
[7, 10, 8, 10, 18, 8, 6, 0, 2, 18] 25
[9, 4, 15, 18, 6, 3, 17, 15, 0, 11] 11
[4, 7, 5, 15, 11, 13, 10, 18, 3, 0] 25
[1, 11, 10, 16, 12, 3, 9, 18, 20, 15] 5
[7, 18, 10, 11, 8, 14, 16, 1, 8, 20] 30
[3, 7, 20, 15, 15, 5, 12, 3, 18, 3] 15
[8, 16, 14, 13, 3, 17, 12, 4, 6, 9] 39
[20, 19, 13, 3, 17, 12, 9, 0, 8, 18] 18
[18, 1, 5, 15, 6, 1, 1, 6, 6, 7] 14
[13, 5, 1, 9, 0, 19, 16, 2, 16, 12] 0
[2, 3, 1, 0, 11, 8, 5, 18, 18, 1] 7
[4, 11, 1, 7, 3, 19, 18, 0, 16, 12] 20
[4, 1, 10, 1, 12, 14, 12, 6, 6, 6] 14
[3, 10, 13, 19, 20, 19, 10, 4, 4, 0] 39
[10, 12, 20, 17, 12, 0, 13, 1, 10, 7] 22
[9, 2, 5, 16, 14, 17, 7, 15, 9, 19] 20
[13, 0, 14, 18, 10, 3, 7, 9, 10, 1] 10
[17, 20, 16, 6, 20, 13, 10, 19, 16, 20] 8
[3, 11, 12, 9, 7, 13, 1, 17, 6, 13] 25
[18, 4, 18, 17, 12, 15, 6, 8, 7, 17] 1
[6, 6, 13, 20, 3, 18, 19, 15, 20, 16] 37
[0, 20, 6, 17, 6, 9, 10, 11, 19, 20] 40
[10, 18, 2, 8, 14, 8, 3, 17, 1, 3] 33
[18, 9, 15, 9, 5, 20, 3, 19, 13, 14] 0
[9, 8, 20, 11, 18, 16, 6, 7, 10, 13] 33
[13, 8, 17, 6, 3, 19, 10, 0, 14, 6] 31
[4, 19, 4, 5, 8, 2, 15, 10, 3, 1] 27
[7, 19, 17, 12, 18, 11, 2, 3, 18, 14] 25
