[4, 23, 11, 40, 31, 37, 28, 16, 1, 4, 15, 30, 39, 12, 38, 34, 32, 25, 31, 28] 21
[17, 8, 30, 1, 15, 1, 23, 0, 30, 34, 25, 24, 19, 16, 2, 12, 13, 25, 22, 35] 50
[39, 25, 14, 1, 39, 37, 23, 22, 5, 3, 17, 33, 30, 1, 4, 26, 14, 26, 4, 13] 39
[10, 22, 27, 13, 28, 34, 12, 18, 16, 15, 6, 28, 28, 30, 24, 30, 7, 17, 8, 35] 66
[12, 17, 19, 0, 5, 5, 6, 14, 29, 9, 30, 31, 37, 1, 16, 19, 11, 40, 0, 36] 22
[9, 17, 29, 25, 27, 7, 16, 13, 6, 8, 18, 21, 23, 27, 1, 11, 11, 26, 16, 24] 32
[37, 26, 20, 38, 24, 2, 29, 28, 25, 19, 5, 29, 0, 39, 21, 28, 34, 7, 14, 13] 8
[11, 8, 40, 32, 34, 6, 24, 5, 13, 35, 13, 8, 24, 24, 19, 9, 0, 38, 0, 1] 0
[4, 29, 25, 7, 15, 23, 14, 11, 23, 15, 24, 12, 32, 8, 20, 33, 32, 38, 6, 40] 43
[30, 36, 30, 5, 39, 18, 13, 15, 27, 28, 13, 30, 15, 9, 31, 19, 17, 7, 10, 4] 71
[29, 12, 35, 5, 3, 33, 20, 22, 22, 28, 21, 24, 14, 38, 11, 24, 18, 38, 17, 31] 33
[19, 39, 14, 37, 19, 25, 38, 13, 27, 35, 28, 6, 14, 35, 0, 21, 0, 36, 35, 31] 77
[31, 14, 0, 24, 40, 35, 23, 27, 40, 37, 38, 29, 40, 1, 33, 6, 36, 10, 2, 11] 26
[8, 33, 7, 0, 27, 0, 1, 8, 2, 35, 7, 2, 37, 16, 9, 11, 20, 3, 29, 26] 50
[17, 27, 6, 0, 38, 40, 27, 22, 34, 30, 14, 14, 37, 23, 9, 15, 11, 38, 9, 11] 38
[31, 37, 7, 39, 15, 24, 20, 29, 15, 26, 38, 37, 15, 5, 13, 30, 34, 12, 16, 14] 26
[1, 30, 3, 6, 36, 33, 21, 39, 15, 21, 32, 24, 26, 29, 25, 27, 35, 10, 5, 28] 61
[2, 20, 38, 34, 26, 4, 36, 37, 24, 22, 21, 14, 14, 32, 25, 40, 38, 10, 27, 11] 60
[4, 7, 13, 37, 35, 10, 38, 0, 22, 37, 4, 25, 29, 13, 1, 9, 0, 40, 21, 3] 37
[6, 31, 3, 13, 36, 2, 2, 1, 4, 6, 19, 26, 0, 3, 1, 13, 39, 12, 37, 12] 4
[24, 29, 15, 16, 2, 30, 21, 16, 0, 38, 9, 12, 12, 31, 23, 5, 18, 4, 3, 5] 53
[30, 23, 29, 17, 23, 3, 24, 37, 9, 9, 25, 32, 17, 28, 22, 32, 16, 38, 3, 37] 57
[15, 26, 34, 14, 34, 30, 14, 12, 13, 30, 37, 39, 26, 18, 11, 9, 5, 34, 22, 23] 76
[9, 38, 16, 4, 36, 23, 34, 13, 29, 7, 19, 10, 38, 37, 21, 22, 24, 15, 18, 18] 38
[23, 28, 27, 39, 24, 39, 13, 29, 26, 12, 26, 0, 0, 17, 24, 28, 35, 19, 6, 28] 47
[10, 2, 17, 16, 18, 23, 1, 21, 3, 22, 30, 31, 2, 39, 4, 14, 13, 22, 23, 29] 65
[16, 40, 10, 34, 10, 29, 12, 35, 29, 22, 17, 16, 25, 37, 17, 39, 18, 7, 15, 6] 11
[9, 36, 37, 35, 6, 6, 15, 18, 31, 39, 1, 38, 11, 34, 33, 17, 30, 25, 15, 5] 33
[9, 26, 38, 39, 20, 0, 10, 22, 10, 11, 25, 16, 18, 23, 12, 10, 4, 28, 19, 14] 78
[21, 5, 24, 20, 18, 29, 3, 37, 10, 1, 27, 26, 16, 25, 7, 38, 30, 17, 33, 11] 15
[16, 35, 39, 28, 30, 21, 34, 22, 34, 18, 14, 7, 2, 39, 0, 38, 35, 29, 29, 29] 76
[17, 34, 32, 18, 36, 12, 14, 25, 28, 22, 1, 24, 20, 3, 16, 22, 22, 22, 11, 9] 20
[25, 26, 29, 26, 2, 23, 25, 32, 8, 22, 34, 26, 26, 34, 24, 20, 0, 35, 12, 23] 79
[27, 26, 28, 6, 1, 19, 4, 15, 14, 28, 9, 16, 9, 4, 14, 24, 25, 10, 0, 28] 61
[0, 3, 12, 14, 9, 6, 9, 13, 37, 17, 5, 0, 0, 15, 35, 26, 27, 26, 4, 0] 8
[40, 5, 26, 32, 30, 6, 24, 29, 8, 26, 8, 8, 24, 31, 35, 6, 1, 40, 22, 1] 59
[30, 32, 24, 32, 28, 19, 13, 12, 6, 2, 2, 18, 1, 36, 23, 17, 26, 20, 5, 26] 14
[6, 1, 33, 25, 4, 17, 22, 22, 1, 35, 25, 23, 37, 15, 19, 8, 0, 32, 36, 22] 66
[37, 26, 28, 40, 29, 29, 35, 16, 3, 17, 15, 21, 1, 25, 8, 14, 22, 30, 14, 14] 5
[33, 34, 27, 32, 28, 0, 3, 35, 34, 38, 15, 8, 15, 30, 22, 13, 17, 34, 26, 19] 26
[17, 2, 32, 28, 36, 31, 24, 9, 31, 29, 11, 26, 34, 23, 30, 4, 2, 27, 30, 16] 34
[27, 10, 36, 27, 29, 1, 25, 16, 22, 16, 36, 19, 34, 1, 40, 17, 8, 23, 35, 21] 24
[39, 32, 3, 4, 8, 13, 15, 22, 14, 12, 26, 2, 2, 26, 26, 2, 14, 2, 25, 6] 22
[4, 25, 25, 10, 37, 38, 13, 32, 36, 9, 4, 14, 38, 18, 32, 13, 36, 6, 24, 25] 25
[5, 14, 6, 9, 11, 38, 10, 38, 34, 35, 7, 24, 16, 19, 36, 11, 38, 8, 39, 13] 68
[1, 14, 38, 14, 9, 13, 12, 0, 40, 10, 14, 11, 3, 20, 2, 17, 2, 19, 2, 30] 24
[34, 14, 34, 30, 7, 25, 32, 7, 1, 37, 10, 13, 25, 29, 35, 16, 31, 11, 18, 12] 28
[24, 24, 40, 33, 17, 37, 26, 39, 1, 17, 37, 3, 20, 35, 27, 7, 19, 7, 5, 12] 5
[30, 24, 22, 34, 27, 10, 36, 29, 29, 1, 4, 18, 16, 27, 2, 33, 5, 9, 8, 22] 69
[29, 18, 20, 29, 26, 11, 4, 5, 17, 16, 22, 21, 13, 18, 33, 20, 29, 0, 25, 31] 72
[20, 36, 39, 36, 39, 12, 6, 16, 39, 5, 20, 19, 24, 13, 25, 9, 4, 24, 24, 35] 54
[30, 39, 11, 30, 13, 39, 32, 5, 16, 39, 1, 39, 36, 34, 17, 2, 18, 19, 15, 28] 36
[5, 30, 35, 10, 10, 35, 12, 4, 16, 19, 18, 19, 30, 35, 8, 5, 20, 14, 37, 39] 47
[22, 9, 36, 16, 16, 30, 32, 10, 30, 27, 31, 35, 28, 22, 35, 8, 5, 18, 16, 28] 12
[27, 4, 29, 0, 19, 39, 39, 8, 19, 1, 33, 37, 16, 22, 9, 21, 0, 33, 33, 19] 26
[6, 33, 32, 30, 3, 1, 9, 28, 38, 18, 8, 3, 3, 30, 14, 32, 27, 1, 38, 34] 65
[19, 33, 11, 23, 4, 39, 16, 38, 3, 37, 10, 29, 36, 3, 25, 35, 7, 9, 11, 4] 59
[3, 13, 34, 23, 18, 0, 29, 1, 39, 20, 30, 20, 17, 16, 29, 17, 4, 14, 27, 36] 78
[13, 35, 29, 35, 2, 10, 8, 34, 40, 33, 11, 8, 8, 28, 21, 22, 7, 27, 29, 31] 4
[11, 33, 39, 33, 10, 33, 9, 2, 16, 33, 25, 40, 39, 9, 6, 32, 30, 0, 29, 10] 32
[32, 31, 11, 33, 1, 8, 33, 33, 30, 25, 12, 28, 3, 18, 16, 17, 32, 33, 13, 32] 7
[38, 23, 30, 35, 39, 30, 3, 32, 9, 0, 23, 34, 1, 13, 26, 10, 32, 27, 33, 23] 18
[7, 39, 25, 13, 38, 22, 16, 18, 10, 20, 15, 26, 22, 33, 5, 39, 22, 28, 19, 33] 42
[39, 26, 30, 18, 39, 38, 19, 12, 6, 11, 23, 31, 5, 30, 19, 21, 23, 34, 15, 10] 73
[36, 14, 10, 34, 35, 6, 15, 9, 2, 35, 32, 2, 20, 2, 12, 9, 30, 16, 27, 27] 37
[8, 18, 1, 9, 34, 28, 34, 7, 19, 33, 3, 17, 8, 29, 36, 26, 12, 39, 3, 26] 8
[37, 32, 36, 10, 31, 13, 3, 28, 18, 36, 13, 21, 12, 16, 16, 34, 37, 0, 26, 34] 30
[34, 16, 7, 1, 22, 26, 15, 13, 31, 25, 30, 24, 5, 1, 33, 34, 29, 28, 27, 18] 17
[24, 18, 22, 7, 27, 27, 10, 36, 1, 6, 31, 1, 24, 4, 6, 9, 18, 32, 7, 26] 54
[24, 4, 36, 32, 32, 22, 38, 18, 26, 39, 22, 26, 8, 3, 19, 29, 20, 17, 17, 20] 41
[39, 9, 38, 10, 40, 27, 5, 38, 23, 12, 31, 36, 3, 9, 22, 9, 39, 40, 10, 17] 54
[0, 25, 6, 2, 4, 17, 23, 31, 31, 40, 11, 20, 39, 3, 29, 16, 33, 16, 35, 3] 75
[3, 12, 28, 11, 17, 1, 21, 0, 35, 14, 2, 14, 22, 14, 4, 10, 8, 38, 18, 15] 26
[6, 35, 6, 27, 16, 18, 13, 25, 21, 6, 5, 26, 8, 40, 30, 38, 30, 21, 38, 19] 16
[36, 13, 28, 21, 12, 11, 9, 23, 12, 35, 13, 2, 12, 24, 0, 23, 23, 24, 8, 28] 68
[6, 2, 38, 4, 24, 38, 6, 26, 15, 31, 0, 16, 9, 36, 5, 17, 13, 28, 3, 33] 77
[27, 21, 25, 12, 20, 14, 12, 28, 36, 21, 26, 28, 9, 23, 5, 23, 3, 2, 39, 11] 40
[24, 17, 21, 26, 27, 7, 18, 33, 27, 3, 37, 28, 34, 31, 5, 0, 7, 9, 11, 4] 43
[12, 35, 25, 30, 24, 32, 23, 13, 11, 21, 15, 12, 12, 17, 6, 0, 22, 28, 33, 11] 14
[37, 24, 21, 31, 27, 9, 22, 19, 2, 39, 2, 30, 24, 2, 7, 14, 30, 21, 10, 10] 50
[30, 37, 30, 19, 16, 13, 19, 23, 28, 39, 7, 29, 36, 10, 2, 33, 12, 2, 21, 19] 67
[28, 31, 22, 3, 40, 18, 9, 17, 20, 8, 33, 24, 32, 34, 19, 17, 11, 34, 17, 40] 71
[20, 22, 8, 39, 33, 28, 36, 25, 24, 14, 17, 19, 8, 33, 25, 2, 10, 34, 15, 13] 13
[24, 1, 12, 16, 5, 22, 39, 27, 39, 22, 6, 10, 23, 36, 10, 23, 7, 35, 32, 27] 1
[37, 14, 32, 17, 7, 23, 12, 16, 17, 23, 1, 26, 18, 9, 16, 31, 32, 15, 13, 18] 73
[38, 33, 3, 5, 31, 36, 17, 0, 33, 35, 33, 1, 36, 20, 11, 2, 33, 30, 33, 13] 44
[3, 35, 29, 35, 29, 5, 33, 16, 34, 25, 11, 21, 34, 34, 4, 11, 28, 8, 16, 19] 54
[20, 40, 10, 8, 27, 14, 36, 27, 29, 37, 38, 27, 23, 18, 27, 29, 16, 24, 6, 27] 8
[35, 15, 23, 34, 13, 23, 3, 15, 15, 34, 27, 18, 20, 15, 26, 37, 27, 21, 39, 18] 37
[10, 34, 13, 0, 28, 24, 5, 2, 19, 8, 30, 33, 0, 12, 31, 2, 3, 0, 2, 40] 63
[6, 30, 40, 10, 19, 8, 35, 29, 17, 12, 17, 0, 35, 26, 39, 33, 1, 15, 40, 24] 23
[15, 0, 36, 18, 12, 3, 19, 7, 19, 16, 15, 40, 24, 8, 30, 21, 19, 17, 5, 7] 40
[0, 29, 10, 36, 34, 40, 29, 38, 9, 9, 28, 39, 12, 1, 38, 34, 19, 8, 39, 14] 47
[30, 26, 16, 23, 19, 32, 35, 17, 35, 26, 21, 32, 6, 0, 1, 16, 27, 16, 13, 28] 74
[21, 1, 3, 5, 31, 28, 36, 33, 38, 35, 40, 34, 33, 23, 11, 15, 28, 25, 20, 14] 20
[3, 27, 20, 27, 29, 16, 40, 13, 29, 30, 13, 22, 38, 14, 22, 39, 32, 24, 33, 30] 8
[17, 39, 38, 13, 26, 13, 4, 16, 0, 33, 4, 0, 31, 37, 18, 15, 17, 8, 30, 12] 36
[34, 37, 8, 35, 12, 18, 39, 8, 17, 11, 4, 30, 17, 37, 18, 2, 32, 16, 2, 27] 73
[24, 37, 12, 13, 39, 22, 12, 29, 31, 15, 34, 20, 19, 14, 9, 22, 10, 10, 31, 20] 65
[2, 30, 20, 30, 38, 4, 38, 1, 18, 35, 11, 8, 23, 20, 31, 15, 7, 38, 34, 13] 45
[39, 21, 24, 25, 32, 1, 30, 3, 30, 7, 12, 2, 5, 4, 8, 30, 18, 40, 20, 6] 74
[25, 8, 3, 32, 15, 14, 20, 19, 5, 14, 37, 26, 9, 9, 33, 38, 21, 28, 16, 30] 13
[37, 30, 25, 3, 20, 30, 0, 31, 20, 29, 11, 22, 2, 26, 25, 33, 19, 39, 6, 26] 79
[12, 3, 19, 17, 30, 39, 4, 13, 17, 9, 15, 1, 20, 34, 27, 11, 34, 18, 2, 32] 24
[6, 13, 10, 25, 33, 9, 34, 34, 3, 3, 40, 22, 1, 5, 32, 30, 23, 6, 8, 33] 70
[39, 34, 7, 29, 25, 10, 30, 1, 17, 0, 18, 2, 28, 11, 16, 24, 2, 1, 12, 7] 47
[3, 6, 6, 1, 27, 40, 22, 35, 27, 15, 25, 1, 38, 17, 25, 8, 27, 12, 25, 2] 49
[33, 4, 5, 20, 25, 23, 30, 16, 17, 37, 11, 4, 21, 17, 2, 36, 20, 38, 39, 7] 14
[3, 4, 17, 17, 10, 24, 0, 36, 12, 0, 39, 24, 20, 11, 7, 10, 40, 9, 10, 12] 56
[17, 15, 5, 13, 8, 30, 13, 1, 27, 9, 30, 31, 18, 28, 13, 19, 19, 27, 34, 39] 10
[6, 20, 4, 37, 16, 16, 3, 24, 7, 0, 35, 20, 3, 16, 33, 8, 25, 14, 12, 34] 56
[0, 12, 12, 14, 21, 2, 12, 37, 34, 17, 0, 14, 24, 22, 6, 20, 25, 16, 4, 30] 18
[19, 31, 15, 12, 22, 23, 25, 40, 26, 3, 16, 10, 38, 23, 22, 38, 0, 1, 37, 31] 26
[22, 1, 31, 0, 31, 18, 7, 9, 31, 0, 27, 1, 22, 27, 40, 37, 34, 18, 24, 8] 17
[6, 8, 13, 10, 11, 33, 4, 28, 5, 39, 3, 0, 2, 16, 40, 18, 27, 36, 34, 14] 20
[26, 25, 32, 6, 25, 3, 29, 32, 6, 14, 4, 14, 39, 33, 30, 14, 26, 22, 14, 39] 77
[26, 39, 35, 1, 40, 19, 9, 14, 18, 26, 4, 5, 39, 40, 34, 15, 24, 7, 4, 3] 78
[11, 19, 20, 7, 20, 40, 7, 0, 7, 4, 12, 10, 40, 21, 18, 5, 18, 8, 38, 23] 11
[29, 40, 0, 14, 29, 12, 25, 25, 8, 36, 31, 36, 38, 20, 29, 18, 28, 36, 23, 7] 52
[0, 15, 23, 28, 18, 33, 34, 11, 4, 33, 30, 16, 10, 24, 16, 14, 2, 23, 14, 31] 34
[39, 34, 16, 13, 9, 15, 39, 0, 15, 22, 32, 7, 22, 4, 6, 15, 33, 1, 36, 3] 31
[28, 8, 4, 15, 10, 10, 21, 25, 4, 6, 33, 34, 35, 10, 28, 5, 26, 9, 34, 32] 9
[18, 7, 15, 0, 29, 24, 7, 29, 3, 34, 19, 9, 23, 13, 11, 30, 32, 38, 18, 31] 33
[12, 25, 23, 18, 28, 24, 22, 23, 31, 2, 7, 20, 12, 23, 2, 10, 24, 38, 37, 16] 31
[32, 11, 37, 37, 6, 25, 31, 9, 31, 16, 20, 5, 40, 13, 3, 19, 29, 13, 20, 7] 31
[32, 38, 19, 3, 12, 36, 1, 33, 39, 20, 2, 13, 15, 17, 15, 15, 13, 4, 4, 7] 29
[20, 31, 27, 21, 30, 21, 27, 17, 38, 40, 22, 22, 18, 3, 33, 11, 34, 36, 19, 23] 70
[21, 21, 14, 25, 36, 38, 25, 3, 18, 16, 10, 20, 21, 5, 25, 27, 9, 8, 39, 7] 74
[32, 29, 40, 39, 6, 11, 13, 38, 17, 20, 14, 38, 13, 17, 12, 33, 26, 35, 7, 18] 5
[37, 31, 25, 17, 28, 28, 8, 4, 13, 8, 0, 30, 22, 4, 5, 16, 2, 33, 24, 26] 31
[13, 4, 38, 30, 30, 26, 25, 8, 26, 27, 23, 20, 12, 26, 21, 12, 15, 11, 20, 39] 70
[9, 0, 21, 12, 23, 4, 10, 15, 27, 26, 7, 20, 6, 16, 6, 22, 1, 37, 36, 36] 8
[31, 23, 5, 28, 20, 7, 2, 8, 6, 1, 10, 14, 4, 29, 0, 32, 21, 1, 15, 35] 4
[33, 36, 24, 23, 21, 20, 18, 29, 35, 0, 36, 6, 35, 15, 3, 37, 24, 27, 3, 8] 13
[4, 13, 12, 0, 25, 14, 0, 8, 3, 5, 15, 0, 16, 27, 28, 19, 13, 25, 33, 14] 3
[15, 14, 9, 39, 5, 20, 4, 5, 26, 33, 9, 35, 26, 20, 33, 28, 32, 18, 13, 4] 72
[31, 31, 22, 11, 5, 8, 30, 40, 6, 3, 13, 5, 28, 20, 20, 5, 5, 33, 6, 29] 12
[22, 39, 34, 1, 12, 2, 0, 1, 40, 6, 12, 39, 5, 21, 26, 21, 2, 25, 37, 7] 35
[21, 7, 22, 6, 31, 33, 38, 8, 7, 8, 38, 32, 19, 25, 18, 2, 17, 38, 37, 10] 54
[0, 21, 17, 30, 14, 25, 14, 14, 8, 12, 28, 17, 38, 8, 21, 3, 26, 12, 35, 39] 42
[26, 2, 19, 22, 23, 12, 31, 30, 0, 34, 24, 35, 8, 39, 39, 39, 11, 35, 31, 19] 76
[18, 26, 38, 33, 21, 40, 35, 39, 21, 17, 29, 30, 25, 39, 9, 0, 35, 7, 25, 6] 36
[4, 16, 9, 22, 18, 38, 27, 8, 15, 34, 10, 14, 22, 33, 21, 21, 1, 17, 21, 3] 73
[21, 11, 8, 30, 32, 12, 13, 10, 3, 16, 26, 0, 21, 22, 10, 17, 0, 26, 32, 9] 35
[20, 27, 30, 26, 22, 35, 35, 32, 24, 4, 14, 22, 23, 5, 6, 17, 8, 39, 26, 37] 58
[6, 22, 21, 37, 16, 36, 4, 1, 21, 24, 10, 36, 24, 8, 38, 22, 8, 0, 9, 24] 11
[27, 16, 22, 32, 36, 2, 36, 39, 28, 30, 18, 9, 16, 34, 23, 4, 8, 26, 30, 4] 57
[8, 24, 11, 28, 19, 12, 30, 26, 30, 6, 18, 19, 0, 27, 13, 13, 10, 36, 4, 15] 40
[16, 5, 28, 38, 30, 13, 38, 33, 11, 14, 18, 9, 33, 4, 38, 30, 34, 16, 12, 37] 38
[1, 22, 3, 25, 10, 30, 21, 34, 25, 39, 22, 16, 24, 20, 12, 30, 23, 9, 35, 29] 38
[21, 32, 22, 34, 23, 14, 5, 33, 27, 7, 17, 27, 25, 15, 4, 36, 24, 0, 6, 25] 70
[34, 18, 27, 0, 28, 35, 35, 28, 16, 35, 23, 38, 15, 12, 27, 4, 31, 36, 20, 10] 39
[2, 2, 6, 31, 20, 7, 9, 7, 25, 37, 23, 7, 30, 1, 38, 6, 38, 1, 19, 29] 8
[0, 25, 23, 25, 10, 5, 39, 33, 30, 1, 11, 15, 35, 12, 34, 5, 14, 24, 35, 3] 52
[4, 13, 13, 37, 36, 28, 17, 35, 15, 29, 13, 18, 9, 17, 1, 11, 34, 25, 18, 6] 74
[34, 17, 28, 2, 1, 21, 0, 12, 39, 13, 10, 10, 12, 15, 2, 25, 25, 5, 38, 10] 64
[26, 22, 21, 35, 6, 19, 3, 31, 20, 40, 12, 37, 11, 4, 8, 33, 4, 34, 10, 2] 45
[3, 34, 38, 21, 37, 39, 35, 12, 34, 21, 38, 15, 6, 17, 40, 20, 12, 15, 20, 15] 51
[18, 25, 31, 5, 18, 27, 38, 30, 40, 18, 3, 36, 18, 28, 33, 31, 39, 31, 27, 23] 2
[18, 33, 36, 1, 15, 6, 9, 23, 32, 9, 22, 8, 10, 33, 26, 35, 13, 16, 9, 19] 23
[38, 3, 1, 18, 31, 11, 35, 29, 36, 9, 37, 22, 20, 13, 36, 14, 33, 33, 10, 10] 35
[36, 36, 26, 2, 36, 27, 20, 22, 23, 3, 20, 27, 37, 7, 9, 2, 19, 32, 18, 23] 58
[17, 31, 19, 24, 16, 16, 17, 5, 0, 32, 1, 11, 16, 21, 30, 12, 16, 3, 32, 12] 12
[10, 9, 10, 30, 5, 39, 0, 24, 22, 22, 20, 20, 12, 12, 40, 5, 17, 15, 8, 35] 24
[5, 2, 26, 37, 3, 2, 32, 15, 2, 27, 0, 31, 18, 18, 17, 7, 3, 6, 1, 38] 74
[22, 33, 11, 24, 39, 11, 11, 9, 33, 40, 4, 13, 4, 36, 35, 35, 21, 39, 40, 30] 15
[24, 36, 16, 19, 35, 9, 2, 9, 17, 39, 27, 6, 26, 34, 26, 39, 11, 11, 38, 30] 17
[6, 18, 33, 32, 9, 24, 31, 29, 40, 24, 26, 30, 1, 36, 9, 24, 13, 18, 3, 13] 27
[22, 30, 17, 20, 6, 17, 40, 40, 25, 26, 31, 16, 22, 38, 18, 17, 39, 22, 34, 0] 1
